register,stock,PGDP,autobus,taxi,passenger_volume,POP,Built_area,wage_average,P_road_area,P_baidu_index,baidu_index,province,year,scale,DMSP_mean,DMSP_sum
0.020105401000000002,0.23609170100000001,86246,108519.9949,334400.9422,65.18726047,0.641195217,6176.628153000001,75834.61,7.59,817.8638416,163.0,北京市,2011,1,16.5317088,271368
0.028693269,0.24064315600000002,92758,107976.4027,324943.3457,64.52109318,0.632617098,6148.209328,85306.0,7.53,687.4682912000001,141.0,北京市,2012,1,17.62808407,289365
0.028041842,0.246066808,100569,112262.5386,319038.4097,24.97308532,0.6263613920000001,6214.6013649999995,93997.0,7.72,956.4585561000001,201.0,北京市,2013,1,17.86969235,293331
0.023431133,0.247127923,106732,110181.7257,314460.4236,24.3734063,0.620764411,6452.523423,103400.0,7.93,2420.860159,520.0,北京市,2014,1,18.80572647,308696
0.024936984,0.244923853,113692,106845.9147,313302.1186,22.909448899999997,0.61720756,6428.098357,113073.0,7.46,4138.575816,902.0,北京市,2015,1,19.13341456,314075
0.02616923,0.24980093,123391,103527.0257,312497.5683,21.92100809,0.6219470029999999,6479.565256,122749.0,7.62,3860.3607090000005,846.0,北京市,2016,1,19.80097472,325033
0.028525808,0.25659556699999997,136172,116764.4255,312070.5166,20.47843148,0.61927433,6589.188234,134994.0,7.44,4875.81702,1070.0,北京市,2017,1,21.94846177,360284
0.024974895,0.261759882,150962,103739.0654,319356.723,20.32692888,0.627450347,6698.579653,149843.0,7.57,5148.19362,1129.0,北京市,2018,1,21.82272312,358220
0.026595177999999997,0.269429648,161776,108101.3895,326412.7959,21.97673635,0.637608787,6704.705136,173205.0,7.68,2939.298916,644.0,北京市,2019,1,24.20085288,397257
0.024757441,0.144529519,61458,58226.956920000004,241968.3846,16.70672757,0.7548443909999999,5386.334422,55636.33,12.85,522.7244376,69.0,天津市,2011,1,20.86626416,252294
0.025193047000000003,0.16264778300000002,66517,61426.901139999994,233217.7377,18.00879919,0.7305615879999999,5310.767887,65398.0,14.29,485.4718567,66.0,天津市,2012,1,21.776528,263300
0.030251359,0.187648814,71345,69369.37177,229126.9632,17.91982323,0.72023629,5279.819815999999,68864.0,15.14,760.4088322,106.0,天津市,2013,1,23.32735092,282051
0.01658326,0.19312383100000002,74960,78647.20411,210636.9942,10.23597166,0.716236227,5199.000056,73839.0,15.78,1613.239855,229.0,天津市,2014,1,28.02812009,338888
0.015767043,0.190808421,75868,81024.89011000001,222733.0227,9.915594393,0.7161068909999999,6066.929546,81486.0,13.65,1882.8402039999999,270.0,天津市,2015,1,28.20618642,341041
0.021096337000000003,0.18992949,79647,88125.78442000001,221650.3311,9.535683153999999,0.7244926290000001,6995.1012439999995,87806.0,15.39,2081.8753699999997,300.0,天津市,2016,1,27.73186668,335306
0.020427443,0.20167368,87280,88930.17847,223902.7195,8.789268307999999,0.736060913,7626.993076999999,96965.0,17.41,2600.748558,371.0,天津市,2017,1,32.3754859,391452
0.019570455,0.213857171,95689,98912.07425,228715.8222,8.778419737,0.77479812,7719.338018,103931.0,11.67,3021.855885,422.0,天津市,2018,1,32.24530643,389878
0.017969639,0.223179013,101557,92095.30234,229587.9673,8.819357134,0.8005773970000001,8316.467362000001,111602.0,12.98,1871.3857920000003,259.0,天津市,2019,1,34.33264412,415116
0.015484311,0.08417869800000001,29647,19741.83786,89040.67964,12.73473315,1.018257378,1688.5925920000002,35992.46,15.41,119.22739150000001,86.0,河北省,2011,1,5.395792444,1017204
0.016769586,0.100525067,31844,20159.9324,51376.7805,13.41484126,1.0233959940000001,1735.8791899999999,39542.0,15.35,120.0488788,87.0,河北省,2012,1,5.731967238999999,1080579
0.019040248,0.11220303,33346,27731.51866,87679.70816000001,12.90852366,1.020547378,1762.171347,42532.0,16.34,175.9422249,128.0,河北省,2013,1,5.902263975,1112683
0.021113017999999997,0.12731325300000002,34507,27078.431589999997,88798.14657000001,7.001626608,1.0393206320000001,1857.5185350000002,46239.0,14.34,349.05469889999995,255.0,河北省,2014,1,6.223761126,1173291
0.022312178999999998,0.146579451,35994,31397.123989999996,75176.11636,5.9397790089999996,1.043184341,2028.875689,52409.0,13.45,509.9459058,374.0,河北省,2015,1,6.086076661,1147335
0.025026051,0.169280126,38688,29183.698589999996,72057.74342,5.424643447999999,1.059394872,2793.504553,56987.0,18.91,538.0485424,396.0,河北省,2016,1,5.757328212999999,1085360
0.024501988,0.187662338,41451,33154.52299,72876.9099,5.207484119,1.066925781,2867.9447010000004,65266.0,18.88,837.3857406000001,619.0,河北省,2017,1,8.733717735,1646463
0.022465778999999998,0.206266161,43808,32372.077080000003,72804.81754,4.7364991839999995,1.075357953,2916.075409,71633.0,19.76,1123.019332,833.0,河北省,2018,1,8.668461367,1634161
0.020883314,0.221587692,47036,30060.945260000004,72741.97424,4.2652790110000005,1.084664377,2934.152653,75775.0,19.95,603.7738502999999,449.0,河北省,2019,1,9.889071601,1864268
